code,title,session,career,units,delivery_type
ASTR9550F,"Doctor of Philosophy - Research Course, Research School of Astronomy & Astrophysics",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
ASTR9550P,"Doctor of Philosophy - Research Course, Research School of Astronomy & Astrophysics",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
CHEM9550P,"Doctor of Philosophy - Research Course, Research School of Chemistry",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
CHEM9550F,"Doctor of Philosophy - Research Course, Research School of Chemistry",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
MEDI9950F,"Doctor of Philosophy - Research Course, School of Medicine and Psychology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
PSYC9000F,"Doctor of Philosophy - Research Course, School of Medicine and Psychology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
PSYC9002F,"Doctor of Philosophy - Research Course, School of Medicine and Psychology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
PSYC9002P,"Doctor of Philosophy - Research Course, School of Medicine and Psychology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
PSYC9000P,"Doctor of Philosophy - Research Course, School of Medicine and Psychology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
MEDI9950P,"Doctor of Philosophy - Research Course, School of Medicine and Psychology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
EMSC9001F,"Doctor of Philosophy in Earth Sciences, Research School of Earth Sciences",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
EMSC9001P,"Doctor of Philosophy in Earth Sciences, Research School of Earth Sciences",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
BIOL9001F,"Doctor of Philosophy, Biomedical Science & Biochemistry, Research School of Biology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
BIOL9001P,"Doctor of Philosophy, Biomedical Science & Biochemistry, Research School of Biology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
BIOL9000F,"Doctor of Philosophy, Evolution, Ecology and Genetics, Research School of Biology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
BIOL9000P,"Doctor of Philosophy, Evolution, Ecology and Genetics, Research School of Biology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
ENVS9000P,"Doctor of Philosophy, Forestry, Fenner School of Environment and Society",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
ENVS9000F,"Doctor of Philosophy, Forestry, Fenner School of Environment and Society",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
GMTH9550F,"Doctor of Philosophy, General Mathematics, Mathematical Sciences Institute",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
GMTH9550P,"Doctor of Philosophy, General Mathematics, Mathematical Sciences Institute",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
ENVS9008F,"Doctor of Philosophy, Interdisciplinary Environmental Studies, Fenner School of Environment and Soci",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
ENVS9008P,"Doctor of Philosophy, Interdisciplinary Environmental Studies, Fenner School of Environment and Soci",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
PHYS9009F,"Doctor of Philosophy, Physics Thesis",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
BIOL9002F,"Doctor of Philosophy, Plant Sciences, Research School of Biology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
BIOL9002P,"Doctor of Philosophy, Plant Sciences, Research School of Biology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
PSYC9001F,"Doctor of Psychology Research Component, Department of Psychology, SHPS",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
PSYC9001P,"Doctor of Psychology Research Component, Department of Psychology, SHPS",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
FINM8018,Doctoral Studies in Asset Pricing,Second Semester,Postgraduate,6,In Person
FINM8020,Doctoral Studies in Asset Pricing 2,First Semester,Postgraduate,6,In Person
FINM8019,Doctoral Studies in Corporate Finance,Second Semester,Postgraduate,6,In Person
FINM8021,Doctoral Studies in Corporate Finance Empirical,First Semester,Postgraduate,6,In Person
COMP4650,Document Analysis,Second Semester,Undergraduate,6,In Person
COMP6490,Document Analysis,Second Semester,Postgraduate,6,In Person
CRIM3010,Doing Criminology: Advanced Research Methods,First Semester,Undergraduate,6,In Person
ANTH8059,Doing Ethnography: Research Practicum on Applied Anthropology,Second Semester,Postgraduate,6,Online or In Person
EMDV8081,Domestic Climate Change Policy and Economics,First Semester,Postgraduate,6,Online or In Person
ARTV2752,Drawing 2,Second Semester,Undergraduate,6,In Person
MEAS8111,Drivers of Violent Extremism: The Local and the Global in the Middle East,,Postgraduate,6,Online
EMSC6034,"Dynamic Earth: Plates, Plumes and Mantle Convection",Second Semester,Postgraduate,6,In Person
EMSC3034,"Dynamic Earth: Plates, Plumes and Mantle Convection",Second Semester,Undergraduate,6,In Person
BUSI2023,Dynamics of Asian Business,Second Semester,Undergraduate,6,In Person
BUSI2024,Dynamics of Business in the Middle East,First Semester,Undergraduate,6,In Person
BUSI2034,Dynamics of European Business,First Semester,Undergraduate,6,In Person
MEAS8112,Dynamics of Israeli-Palestinian Conflict,Second Semester,Postgraduate,6,In-Person and Online
MKTG2032,E-Marketing,Second Semester,Undergraduate,6,In Person
EMSC1008,EARTH: The Chemistry and Physics of our Planet,Second Semester,Undergraduate,6,In Person
EMSC6008,EARTH: The Chemistry and Physics of our Planet,Second Semester,Postgraduate,6,In Person
ENGL3005,Early Modern to Eighteenth Century Literature,,Undergraduate,6,In Person
EMSC8030,Earth Science Research Project,First Semester / Second Semester,Postgraduate,6,In Person
EMSC8032,Earth Science Research Proposal and Presentation,First Semester / Second Semester,Postgraduate,6,In Person
EMSC4005,Earth and Marine Sciences Honours Thesis,First Semester / Second Semester,Undergraduate,3,In Person
BIOL2131,Ecology,,Undergraduate,6,In Person
BIOL6004,Ecology,,Postgraduate,6,In Person
EMET8005,Econometric Methods and Modelling,First Semester / Second Semester,Postgraduate,6,In Person
IDEC8017,Econometric Techniques,Second Semester,Postgraduate,6,Online or In Person
EMET2007,Econometrics I: Econometric Methods,First Semester,Undergraduate,6,In Person
EMET4007,Econometrics I: Econometric Methods,First Semester,Undergraduate,6,In Person
EMET6007,Econometrics I: Econometric Methods,First Semester,Postgraduate,6,In Person
EMET6008,Econometrics II: Econometric Modelling,,Postgraduate,6,In Person
EMET3004,Econometrics II: Econometric Modelling,,Undergraduate,6,In Person
ECON8180,Economic Analysis of the Digital Economy,,Postgraduate,6,In Person
ECON2080,Economic Analysis of the Digital Economy,,Undergraduate,6,In Person
ANTH2122,Economic Anthropology: cross-cultural alternatives to capitalism,Second Semester,Undergraduate,6,In Person
IDEC8022,Economic Development,Second Semester,Postgraduate,6,Online or In Person
EMSC3007,Economic Geology,Second Semester,Undergraduate,6,In Person
EMSC6007,Economic Geology,Second Semester,Postgraduate,6,In Person
ECON8050,Economic Growth,First Semester,Postgraduate,6,In Person
ECON4500,Economic Growth,,Undergraduate,6,In Person
ECON3023,Economic Policy Issues,Second Semester,Undergraduate,6,In Person
ECON4403,Economic Policy Issues,,Undergraduate,6,In Person
ECON6003,Economic Policy Issues,Second Semester,Postgraduate,6,In Person
ECON8003,Economic Policy Issues,,Postgraduate,6,In Person
ECON3100,Economics 3 (H),Second Semester,Undergraduate,6,In Person
ECON4488,Economics Honours Research Essay,First Semester / Second Semester,Undergraduate,6,In Person
ECON1100,Economics I (H),,Undergraduate,6,In Person
ECON2016,Economics II (H),,Undergraduate,6,In Person
IDEC8924,Economics Seminars,Second Semester,Postgraduate,6,Online or In Person
IDEC9024,Economics Seminars,Second Semester,Postgraduate,6,Online or In Person
POGO8081,Economics for Government,Second Semester,Postgraduate,6,In Person
ECON8077,Economics for Leaders,,Postgraduate,6,In Person
ENVS2007,Economics for the Environment,,Undergraduate,6,In Person
SOCY1004,Economy and Society,Second Semester,Undergraduate,6,In Person
SOCY3050,Education and Society,,Undergraduate,6,In Person
MEAS3008,Egypt: Social and Political Dynamics in a Changing Middle East,First Semester,Undergraduate,6,Online or In Person
MEAS6008,Egypt: Social and Political Dynamics in a Changing Middle East,First Semester,Postgraduate,6,Online or In Person
POLS3111,"Elections, Political Behaviour and Public Opinion in Australia",Winter Session,Undergraduate,6,In Person
LAWS8598,Electoral Law in a Digital Age,Spring Session,Postgraduate,6,Online
PHYS2016,Electromagnetism,Second Semester,Undergraduate,6,In Person
ENGN2218,Electronic Systems and Design,First Semester,Undergraduate,6,In Person
EMSC4712,Electronics and Data Analysis,Second Semester,Undergraduate,6,In Person
EMSC8712,Electronics and Data Analysis,Second Semester,Postgraduate,6,In Person
TURK1001,Elementary Turkish A,First Semester,Undergraduate,6,Online or In Person
TURK1002,Elementary Turkish B,,Undergraduate,6,Online
POLS3004,Emotions in International Politics,,Undergraduate,6,In Person
POLS8049,Emotions in Peace and Conflict,Second Semester,Postgraduate,6,Online or In Person
HIST2070,"Emperors, Pilgrims and Crusaders: The World of Byzantium",,Undergraduate,6,In Person
ENGL2068,Empire: the Black Atlantic and Colonial Romanticism,Second Semester,Undergraduate,6,In Person
HIST1214,Empires in Global History,First Semester,Undergraduate,6,In Person
IDEC8025,Empirical Public Finance,,Postgraduate,6,Online or In Person
BUSN8100,Empirical Research in Financial Accounting,Second Semester,Postgraduate,6,In Person
CBEA2000,Employability Fundamentals for Professional Practice,,Undergraduate,6,Online or In Person
IDEC8089,Energy Economics,Second Semester,Postgraduate,6,Online or In Person
ENGN3516,Energy Resources and Renewable Technologies,Second Semester,Undergraduate,6,In Person
ENGN6516,Energy Resources and Renewable Technologies,Second Semester,Postgraduate,6,In Person
NSPO8044,Energy Security,,Postgraduate,3,Online or In Person
MEAS8109,Energy and Security in Central Asia and the Caucasus,Second Semester,Postgraduate,6,In Person
SCOM8088,Engagement for Policy Impact,,Postgraduate,6,Online or In Person
ASIA6121,Engaging Asia: Australia and the Asian Century,,Postgraduate,6,In Person
ASIA3021,Engaging Asia: Australia and the Asian Century,,Undergraduate,6,In Person
POGO8235,Engaging China: Working with Policy in the PRC,Spring Session,Postgraduate,3,In-Person and Online
COMP8535,Engineering Data Analytics,First Semester,Postgraduate,6,In Person
ENGN8535,Engineering Data Analytics,First Semester,Postgraduate,6,In Person
ENGN1211,Engineering Design 1: Discovering Engineering,First Semester,Undergraduate,6,In Person
ENGN2300,Engineering Design 2: Systems Approaches for Design,First Semester,Undergraduate,6,In Person
ENGN2301,Engineering Design 3: Systems Approaches for Analysis,Second Semester,Undergraduate,6,In Person
ENGN3300,Engineering Design 4A: Systems Approaches for Management,First Semester,Undergraduate,6,In Person
ENGN3301,Engineering Design 4B: Systems Approaches for Operations,Second Semester,Undergraduate,6,In Person
ENGN3200,Engineering Internship,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Undergraduate,6,In Person
ENGN6200,Engineering Internship,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,6,In Person
ENGN6601,Engineering Materials,,Postgraduate,6,In Person
ENGN3601,Engineering Materials,,Undergraduate,6,In Person
ENGN4549,Engineering Nuclear Systems,First Semester,Undergraduate,6,In Person
ENGN3706,Engineering Research & Development Project,First Semester / Second Semester,Undergraduate,6,In Person
ENGN2707,Engineering Research and Development Project,First Semester / Second Semester,Undergraduate,6,In Person
ENGN3712,Engineering Research and Development Project,First Semester / Second Semester,Undergraduate,6,In Person
ENGN4718,Engineering Research and Development Project,First Semester / Second Semester,Undergraduate,6,In Person
ENGN4706,Engineering Research and Development Project,First Semester / Second Semester,Undergraduate,6,In Person
ENGN4712,Engineering Research and Development Project,First Semester / Second Semester,Undergraduate,6,In Person
ENGN2706,Engineering Research and Development Project (Methods),First Semester,Undergraduate,6,In Person
ENGN6410,Engineering Sustainable Systems,,Postgraduate,6,In Person
ENGN3410,Engineering Sustainable Systems,,Undergraduate,6,In Person
ENGN2222,Engineering Thermodynamics,Second Semester,Undergraduate,6,In Person
ENGN3013,Engineering for a Humanitarian Context,Summer Session / Autumn Session / Winter Session,Undergraduate,6,In Person
ENGL3100,"English Capstone: Understanding, Communicating, Creating",Second Semester,Undergraduate,6,In Person
HCAI9001F,Enrolment Load for 9552XPHD,Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,1,Online or In Person
SOCS8901F,Enrolment load for 8520XMPHIL,Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,1,Online or In Person
HCAI8901F,Enrolment load for 8551XMPHIL,Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,1,Online or In Person
SOCS9001F,Enrolment load for 9520XPHD,Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,1,Online or In Person
INFS8004,Enterprise Systems and Strategy,First Semester,Postgraduate,6,In Person
INFS3002,Enterprise Systems in Business,Second Semester,Undergraduate,6,In Person
MGMT3027,Entrepreneurship and Innovation,Second Semester,Undergraduate,6,In Person
MGMT8015,Entrepreneurship and Innovation,First Semester / Second Semester,Postgraduate,6,In Person
ARTV2921,Environment Studio: field based research and studio practice in visual arts,First Semester / Second Semester,Undergraduate,6,In Person
PASI3013,Environment and Development in the Pacific,Second Semester,Undergraduate,6,In Person
ENVS1001,Environment and Society: Geography of Sustainability,First Semester,Undergraduate,6,In Person
ENGN3902,Environmental Chemistry and Systems,Second Semester,Undergraduate,6,In Person
