code,college,school,areas_of_interest,next_offering,assessment_types,assessment_weights,max_assessment_weight,max_assessment_type,max_assessment_name,blurb,summary_link,selt_link
ENGN8260,College of Systems and Society,School of Engineering,"Computer Science, Engineering, Communications, Computer Systems, Computer Engineering",Jul 2025,"['other', 'other', 'essay/report', 'oral/presentation', 'essay/report', 'test/quiz/midsem', 'participation']","{'Reflective Piece 1  | Case Study presented in Weeks 3': 15.0, 'Reflective Piece  2 | Case Study presented in Weeks 5': 15.0, 'Group project report | writing a white paper report': 30.0, 'Group project presentation': 15.0, 'Reflective essay on the project’s journey': 10.0, 'Lesson quizzes related to design thinking': 10.0, 'Tutorial Contribution': 5.0}",30.0,essay/report,Group project report | writing a white paper report,To enrol in this course you must be enrolled in the Master of Engineering.,https://programsandcourses.anu.edu.au/2024/course/ENGN8260/Second%20Semester/7508,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ENGN8260_Time_Series_LRN.pdf
PSYC8522,College of Science and Medicine,School of Medicine and Psychology,Psychology,Jul 2025,"['other', 'other', 'other', 'essay/report']","{'Logbook (30%)': 30.0, 'Written case study (40%)': 40.0, 'Assessment of student’s in-person and/or video-taped work (30%)': 30.0, 'Supervisor report (0%)': 0.0}",40.0,other,Written case study (40%),"To enrol in this course you must: 
 Either have completed PSYC8510, PSYC8511, PSYC8512 and PSYC8513 
 OR have completed or be concurrently enrolled in PSYC8521 and PSYC8520",https://programsandcourses.anu.edu.au/2024/course/PSYC8522/Second%20Semester/7970,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PSYC8522_Time_Series_LRN.pdf
PSYC8412,College of Science and Medicine,School of Medicine and Psychology,Psychology,Jul 2025,"['oral/presentation', 'essay/report']","{'Group Research Proposal Presentation (hurdle)': 0.0, 'Research Project Report (100%)': 100.0}",100.0,essay/report,Research Project Report (100%),In order to enrol in this course you need to be active in the Master of Professional Psychology and have completed or be concurrently enrolled in PSYC8410.,https://programsandcourses.anu.edu.au/course/PSYC8412/First%20Semester/3191,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PSYC8412_Time_Series_LRN.pdf
MGMT8107,College of Business and Economics,Research School of Management,"Management, Business Administration",,"['oral/presentation', 'essay/report']","{'Group Research Proposal Presentation (hurdle)': 0.0, 'Research Project Report (100%)': 100.0}",,,,"To enrol in this course you must be: 
 enrolled in the Master of Business Administration (MBUSA) 
 and have successfully completed MGMT8103. 
 Permission to enrol in this course will be provided by the Research School of Management (RSM). If you have questions about enrolling, please contact the RSM School Office at mba@anu.edu.au.",,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MGMT8107_Time_Series_LRN.pdf
COMP1100,College of Systems and Society,School of Computing,"Business Information Systems, Computer Science, Information Technology, Software Engineering, Engineering",Jul 2025,"['other', 'other', 'participation', 'test/quiz/midsem', 'exam']","{'Programming Assignment 1 (A1)': 12.0, 'Programming Assignment 2 (A2)': 15.0, 'Participation (P)': 3.0, 'Mid-Term Test (M)': 15.0, 'Final Exam (E)': 55.0}",55.0,exam,Final Exam (E),Incompatible with COMP1130.,https://programsandcourses.anu.edu.au/course/COMP1100/First%20Semester/3794,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/COMP1100_Time_Series_LRN.pdf
COMP1130,College of Systems and Society,School of Computing,"Computer Science, Information Technology, Software Engineering, Software Development, Computer Systems",Feb 2026,"['other', 'other', 'participation', 'test/quiz/midsem', 'exam']","{'Programming Assignment 1 (A1)': 12.0, 'Programming Assignment 2 (A2)': 15.0, 'Participation (P)': 3.0, 'Mid-Term Test (M)': 15.0, 'Final Exam (E)': 55.0}",55.0,exam,Final Exam (E),Incompatible with COMP1100.,https://programsandcourses.anu.edu.au/course/COMP1130/First%20Semester/3823,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/COMP1130_Time_Series_LRN.pdf
COMP1730,College of Systems and Society,School of Computing,"Medical Science, Psychology, Statistics, Bioinformatics, Materials Science",Jul 2025,"['other', 'other', 'other', 'other', 'test/quiz/midsem', 'other', 'exam']","{'Homework 1': 3.0, 'Homework 2': 3.0, 'Homework 3': 3.0, 'Homework 4': 3.0, 'Revision Quiz': 3.0, 'Project assignment': 35.0, 'Final exam': 50.0}",50.0,exam,Final exam,"You are not able to enrol in this course if you have successfully completed one of the following courses: 
 COMP1100, COMP1130, COMP1110, COMP1140 or COMP6730.",https://programsandcourses.anu.edu.au/course/COMP1730/First%20Semester/3825,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/COMP1730_Time_Series_LRN.pdf
COMP6730,College of Systems and Society,School of Computing,"Medical Science, Bioinformatics, Physics, Science, Cybernetics",Jul 2025,"['other', 'other', 'other', 'other', 'test/quiz/midsem', 'other', 'exam']","{'Homework 1': 3.0, 'Homework 2': 3.0, 'Homework 3': 3.0, 'Homework 4': 3.0, 'Revision Quiz': 3.0, 'Project assignment': 35.0, 'Final exam': 50.0}",50.0,exam,Final exam,"To enroll in this course students must be enrolled in a postgraduate program at ANU. 
 You are not able to enrol in this course if you have successfully completed COMP1100, COMP1130 COMP1730 or COMP6710. 
 Incompatible with COMP7230.",https://programsandcourses.anu.edu.au/course/COMP6730/First%20Semester/3815,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/COMP6730_Time_Series_LRN.pdf
HUMN4005,College of Arts and Social Sciences,"School of Literature, Languages and Linguistics","Cultural Studies, History, Sociology, IT in New Media, Digital Humanities",,"['other', 'other', 'oral/presentation', 'essay/report', 'participation']","{'Research Proposal': 15.0, 'Literature Review': 15.0, 'Final Presentation': 10.0, 'Final Report': 50.0, 'Participation in group supervision': 10.0}",50.0,essay/report,Final Report,,https://programsandcourses.anu.edu.au/2023/course/HUMN4005/Second%20Semester/6776,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/HUMN4005_Time_Series_LRN.pdf
MGMT8170,College of Business and Economics,Research School of Management,"Management, Project Management",Jul 2025,"['other', 'other', 'oral/presentation', 'other']","{'Research Proposal': 10.0, 'Literature Review / Interim Draft': 10.0, 'Research Presentation': 10.0, 'Thesis / Manuscript': 70.0}",70.0,other,Thesis / Manuscript,,https://programsandcourses.anu.edu.au/course/MGMT8170/First%20Semester/2410,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MGMT8170_Time_Series_LRN.pdf
INFS3059,College of Business and Economics,Research School of Management,"Medicine, Econometrics",Jul 2025,"['exam', 'other', 'other', 'essay/report']","{'Exam Assessment (Individual - 2 x 15% = 30%)': 30.0, 'IS Project Proposal (Group - 20%)': 20.0, 'IS Project (Group - 40%)': 40.0, 'IS Project Closeout and Review Report (Group - 10%)': 10.0}",40.0,other,IS Project (Group - 40%),To enrol in this course you must have completed INFS3024 or (INFS2024 and COMP2400).,https://programsandcourses.anu.edu.au/course/INFS3059/Second%20Semester/8614,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/INFS3059_Time_Series_LRN.pdf
MGMT7024,College of Business and Economics,Research School of Management,"Management, Project Management",Feb 2026,"['participation', 'test/quiz/midsem', 'test/quiz/midsem', 'oral/presentation', 'essay/report']","{'Assessment #1: Participation (10%)': 10.0, 'Assessment #2: In-Class Quiz 1 - Assessment of project monitoring and control concepts, principles, and techniques (15%)': 15.0, 'Assessment #3: In-Class Quiz 2 - Assessment of project monitoring and control concepts, principles, and techniques (15%)': 15.0, 'Assessment #4: Major assignment Part A - Group oral presentation of key findings, recommendations and individual learning outcomes (25%)': 25.0, 'Assessment #5: Major Assignment Part B - Group Report (35%)': 35.0}",35.0,essay/report,Assessment #5: Major Assignment Part B - Group Report (35%),,https://programsandcourses.anu.edu.au/course/MGMT7024/First%20Semester/2456,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MGMT7024_Time_Series_LRN.pdf
MGMT8005,College of Business and Economics,Research School of Management,"Management, Project Management",Jul 2025,"['test/quiz/midsem', 'oral/presentation', 'oral/presentation']","{'In-Class Quizzes (20%) [Individual]': 20.0, 'Risk Management Presentation (10%) and Conversation (30%) [Individual]': 40.0, 'Risk Management Plan Planning Conversation (30%) and Plan and Journal (10%) [Individual]': 40.0}",40.0,oral/presentation,Risk Management Presentation (10%) and Conversation (30%) [Individual],,https://programsandcourses.anu.edu.au/course/MGMT8005/Second%20Semester/7238,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MGMT8005_Time_Series_LRN.pdf
CYBN8002,College of Systems and Society,School of Cybernetics,"Social Research, Engineering, Project Management, Cybernetics",Jul 2025,"['other', 'other']","{'Research Plan': 10.0, 'Research Output': 90.0}",90.0,other,Research Output,To enrol in this course you must be enrolled in the Masters of Applied Cybernetics program and have successfully completed CECS6001 or CYBN6001. Incompatible with CECS8002.,https://programsandcourses.anu.edu.au/course/CYBN8002/First%20Semester/3906,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/CYBN8002_Time_Series_LRN.pdf
CECS8002,College of Systems and Society,School of Cybernetics,"Social Research, Algorithms and Data, Artifical Intelligence, Project Management, Cybernetics",,"['essay/report', 'oral/presentation']","{'Project Reports': 80.0, 'Project Presentations': 20.0}",80.0,essay/report,Project Reports,,https://programsandcourses.anu.edu.au/2023/course/CECS8002/Second%20Semester/7457,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/CECS8002_Time_Series_LRN.pdf
NSPO8045,"College of Law, Governance and Policy",Crawford School of Public Policy,Security Studies,Nov 2025,"['other', 'other', 'other', 'essay/report']","{'Risk Mapping Exercise (Small Task)': 20.0, 'Information Campaign Case Study - Slide Deck and Brief (Medium Task)': 25.0, 'Reflective Journal (Tiny Task)': 15.0, 'Policy Options Paper (Bigger Task)': 40.0}",40.0,essay/report,Policy Options Paper (Bigger Task),You are unable to enrol in this course if you have previously completed NSPO8027,https://programsandcourses.anu.edu.au/2023/course/NSPO8045/Spring%20Session/6554,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/NSPO8045_Time_Series_LRN.pdf
LAWS6204,"College of Law, Governance and Policy",Law School,Law,Feb 2026,"['test/quiz/midsem', 'other', 'test/quiz/midsem', 'exam']","{'Optional Online Quiz 1': 0.0, 'Research Project': 40.0, 'Optional Online Quiz 2': 0.0, 'Final Examination': 60.0}",60.0,exam,Final Examination,To enrol in this course you must be studying Juris Doctor (MJD) and have completed or be completing five 1000 or 6100 level LAWS courses and have completed LAWS1204/LAWS6104 Contracts.,https://programsandcourses.anu.edu.au/course/LAWS6204/First%20Semester/2342,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS6204_Time_Series_LRN.pdf
LAWS2204,"College of Law, Governance and Policy",Law School,Law,Feb 2026,"['test/quiz/midsem', 'other', 'test/quiz/midsem', 'exam']","{'Optional Online Quiz 1': 0.0, 'Research Project': 40.0, 'Optional Online Quiz 2': 0.0, 'Final Examination': 60.0}",60.0,exam,Final Examination,To enrol in this course you must be studying a Bachelor of Laws (ALLB) and have completed or be completing five 1000 level LAWS courses and have completed LAWS1204 Contracts.,https://programsandcourses.anu.edu.au/course/LAWS2204/First%20Semester/3735,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS2204_Time_Series_LRN.pdf
ENGN4338,College of Systems and Society,,Engineering,Jul 2025,"['exam', 'other', 'oral/presentation']","{'Final Exam': 50.0, 'Design Project': 30.0, 'Presentation': 20.0}",50.0,exam,Final Exam,To enrol in this course you must have completed ENGN3338 Aerodynamics.,https://programsandcourses.anu.edu.au/course/ENGN4338/Second%20Semester/9001,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ENGN4338_Time_Series_LRN.pdf
PHYS8702,College of Science and Medicine,Research School of Physics,"Earth and Marine Sciences, Astronomy and Astrophysics, Photonics, Physics, Engineering",Jul 2025,"['other', 'oral/presentation', 'other', 'other']","{'Individual weekly updates': 20.0, 'Final Oral Presentation': 20.0, 'Portfolio': 20.0, 'Project reviews': 40.0}",40.0,other,Project reviews,"To enrol in this course students must be active in the Master of Science in Precision Instrumentation and Measurement (NSCPI), Master of Science (Advanced) in Precision Instrumentation and Measurement (VSCPI), Master of Science in Quantum Technology (NSCQT) or Master of Science (Advanced) in Quantum Technology (VSCQT), and have successfully completed PHYS6701. 
 Otherwise permission must be sought from the course Convenor.",https://programsandcourses.anu.edu.au/2024/course/PHYS8702/Second%20Semester/8477,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PHYS8702_Time_Series_LRN.pdf
PSYC8413,College of Science and Medicine,School of Medicine and Psychology,Psychology,Feb 2026,"['other', 'essay/report']","{'Role Play Assessment – Administration of Clinical Interview and the DASS-21. (hurdle)': 50.0, 'Assessment Report (hurdle)': 50.0}",50.0,other,Role Play Assessment – Administration of Clinical Interview and the DASS-21. (hurdle),In order to enrol in this course you need to be active in the Master of Professional Psychology and have completed or be concurrently enrolled in PSYC8410.,https://programsandcourses.anu.edu.au/course/PSYC8413/First%20Semester/3369,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PSYC8413_Time_Series_LRN.pdf
PSYC8417,College of Science and Medicine,School of Medicine and Psychology,Psychology,,"['other', 'essay/report']","{'Role Play Assessment – Administration of Clinical Interview and the DASS-21. (hurdle)': 50.0, 'Assessment Report (hurdle)': 50.0}",,,,"To enrol in this course you need to be enrolled in the Graduate Certificate in Applied Psychology. 
 This course is incompatible with PSYC8413",,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PSYC8417_Time_Series_LRN.pdf
PSYC8421,College of Science and Medicine,School of Medicine and Psychology,Psychology,Jul 2025,"['essay/report', 'other', 'exam']","{'Written Report (Hurdle 40%)': 40.0, 'Reflective Assessment (Hurdle 40%)': 40.0, 'Objective Structured Clinical Examination (Hurdle 20%)': 20.0}",40.0,essay/report,Written Report (Hurdle 40%),In order to enrol in this course you need to be active in the Master of Professional Psychology and have completed or be concurrently enrolled in PSYC8410.,https://programsandcourses.anu.edu.au/2024/course/PSYC8421/Second%20Semester/7967,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PSYC8421_Time_Series_LRN.pdf
PSYC8414,"College of Law, Governance and Policy",National Centre Epidemiology & Population Health,Psychology,,"['essay/report', 'other', 'exam']","{'Written Report (Hurdle 40%)': 40.0, 'Reflective Assessment (Hurdle 40%)': 40.0, 'Objective Structured Clinical Examination (Hurdle 20%)': 20.0}",,,,To enrol in this course you need to be enrolled in the Graduate Certificate in Applied Psychology.,,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PSYC8414_Time_Series_LRN.pdf
PSYC1003,College of Science and Medicine,School of Medicine and Psychology,"Human Sciences, Philosophy, Medical Science, Psychology, Neuroscience",Feb 2026,"['test/quiz/midsem', 'other', 'essay/report', 'oral/presentation', 'exam', 'essay/report']","{'Laboratory In-Class Assessment -- Reflection Posts and/or Quizzes (10%)': 10.0, 'Research in Psychology Experience (5%)': 5.0, 'Laboratory Research Report (25%)': 25.0, 'Small-Group Project Presentation (15%)': 15.0, 'Final Examination (45%): Biological Psychology (15%); Cognitive Psychology (15%); Research Methods and Statistics (15%)': 45.0, 'HPO Students Only - Laboratory Research Report': 0.0}",45.0,exam,Final Examination (45%): Biological Psychology (15%); Cognitive Psychology (15%); Research Methods and Statistics (15%),"To enrol in this course you must be enrolled in the Bachelor of Science (Psychology) (BSPSY), Bachelor of Psychology (Honours) (APSYC), Bachelor of Science (BSC), Bachelor of Arts (BARTS), Bachelor of Philosophy (Honours) (PhB), Bachelor of Health Science (BHLTH), Bachelor of Design (BDESN), Bachelor of Philosophy (Honours) – Humanities and Social Sciences (AHUSS), Bachelor of Science (Advanced) (Honours) (ASCAD) or the Bachelor of Philosophy, Neuroscience and Psychology (BPNP).",https://programsandcourses.anu.edu.au/course/PSYC1003/First%20Semester/2794,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PSYC1003_Time_Series_LRN.pdf
PSYC1004,College of Science and Medicine,School of Medicine and Psychology,Psychology,Jul 2025,"['essay/report', 'other', 'participation', 'other', 'essay/report', 'exam', 'other']","{'Research Essay': 30.0, 'Question Generation and Review': 5.0, 'Research Participation': 5.0, 'Mid Semester Assessment': 15.0, 'Reflective “UnEssay”': 15.0, 'End of Semester Exam': 30.0, 'Honours Pathway Option': 5.0}",30.0,essay/report,Research Essay,"To enrol in this course you must be enrolled in the Bachelor of Science (Psychology) (BSPSY), Bachelor of Psychology (Honours) (APSYC), Bachelor of Science (BSC), Bachelor of Arts (BARTS), Bachelor of Philosophy (Honours) (PhB), Bachelor of Health Science (BHLTH), Bachelor of Design (BDESN), Bachelor of Philosophy (Honours) – Humanities and Social Sciences (AHUSS), Bachelor of Science (Advanced) (Honours) (ASCAD) or the Bachelor of Philosophy, Neuroscience and Psychology (BPNP).",https://programsandcourses.anu.edu.au/2024/course/PSYC1004/Second%20Semester/7894,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PSYC1004_Time_Series_LRN.pdf
PSYC4011,College of Science and Medicine,School of Medicine and Psychology,Psychology,Jul 2025,"['exam', 'exam', 'test/quiz/midsem', 'other']","{'Theory and Practice in Psychology: Concepts Paper (45%); Final Examination (55%) -- Semester 1': 12.0, 'Psychological Research Methods & Statistics: Quizzes (4%); Statistics Assignment (48%); Final Examination (48%) -- Semester 1': 13.0, 'Evidence-Based Assessment and Intervention: Weekly Quizzes (30%); Tutorial Activity Portfolio (30%); Intervention Program Proposal (40%) -- Semester 2': 25.0, 'Research Thesis: 8,000 to 10,000 Word Research Thesis (50%) -- 29 January 2025 through to 23 October 2025': 50.0}",50.0,other,"Research Thesis: 8,000 to 10,000 Word Research Thesis (50%) -- 29 January 2025 through to 23 October 2025",,https://programsandcourses.anu.edu.au/course/PSYC4011/First%20Semester/2799,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PSYC4011_Time_Series_LRN.pdf
PSYC3030,College of Science and Medicine,School of Medicine and Psychology,Psychology,Jul 2025,"['other', 'other', 'other', 'other', 'other', 'other']","{'An introduction to the event related potential technique - Lecturer Dr Bradley Jack': 100.0, 'Developing Open-Source Validity Scales for Psychological Assessment - Lecturers Dr Conal Monaghan & Professor Bruce Christensen': 100.0, 'Reviewing ""Big Five"" Personality Trait Meta-Analyses - Lecturer Professor Michael Platow': 100.0, 'Social Identity Processes in Subjective Truth Determination - Lecturers Professor Michael Platow and Li Qian Tay': 100.0, 'Application of qualitative data synthesis in mixed methods research - Associate Professor David Berle': 100.0, 'Psychological factors associated with missing persons – a secondary data analysis - Associate Professor David Berle': 100.0}",100.0,other,An introduction to the event related potential technique - Lecturer Dr Bradley Jack,,https://programsandcourses.anu.edu.au/course/PSYC3030/First%20Semester/2798,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PSYC3030_Time_Series_LRN.pdf
PSYC3025,College of Science and Medicine,School of Medicine and Psychology,Psychology,Feb 2026,"['test/quiz/midsem', 'other', 'other', 'exam']","{'Quizzes (10%)': 10.0, 'Group case study analysis (5%)': 5.0, 'Written assignment (30%)': 30.0, 'Exams: (Mid-semester and End of Semester)': 55.0}",55.0,exam,Exams: (Mid-semester and End of Semester),"To enrol in this course you must have completed PSYC1003 and PSYC1004 (or equivalent), and have either completed 24 units of PSYC coded courses or 72 units of tertiary study overall.",https://programsandcourses.anu.edu.au/course/PSYC3025/First%20Semester/2797,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PSYC3025_Time_Series_LRN.pdf
POGO8137,"College of Law, Governance and Policy",Crawford School of Public Policy,Policy Studies,,"['other', 'essay/report', 'essay/report']","{'Course readings summary': 15.0, 'Case response - Report': 50.0, 'Reflective essay': 35.0}",50.0,essay/report,Case response - Report,,https://programsandcourses.anu.edu.au/2024/course/POGO8137/First%20Semester/3968,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POGO8137_Time_Series_LRN.pdf
POLS2130,College of Arts and Social Sciences,School of Politics and International Relations,"Political Sciences, Politics",,"['participation', 'other', 'other', 'other', 'other', 'essay/report', 'exam']","{'Tutorial Participation': 10.0, 'List of Exercises 1': 10.0, 'List of Exercises 2': 10.0, 'List of Exercises 3': 10.0, 'List of Exercises 4': 10.0, 'Research Paper': 20.0, 'Final Exam': 30.0}",30.0,exam,Final Exam,"To enrol in this course you must have completed 12 units of 1000-level POLS courses, of which 6 units must be from POLS1002; or with permission of the convenor.",https://programsandcourses.anu.edu.au/course/POLS2130/First%20Semester/2298,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POLS2130_Time_Series_LRN.pdf
POGO8048,"College of Law, Governance and Policy",Crawford School of Public Policy,Policy Studies,,"['test/quiz/midsem', 'other', 'essay/report', 'essay/report']","{'Short Quizzes x 5': 10.0, 'Leading Discussion in Class on a Set Reading': 10.0, 'Short Essay': 20.0, 'Critical Research Essay In Public Finance': 60.0}",60.0,essay/report,Critical Research Essay In Public Finance,,https://programsandcourses.anu.edu.au/2024/course/POGO8048/Spring%20Session/9526,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POGO8048_Time_Series_LRN.pdf
POGO8301,"College of Law, Governance and Policy",Crawford School of Public Policy,,Jul 2025,"['test/quiz/midsem', 'other', 'essay/report', 'essay/report']","{'Short Quizzes x 5': 10.0, 'Leading Discussion in Class on a Set Reading': 10.0, 'Short Essay': 20.0, 'Critical Research Essay In Public Finance': 60.0}",,,,Students must be enrolled in the Executive Master of Public Administration.,,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POGO8301_Time_Series_LRN.pdf
POPH8106,"College of Law, Governance and Policy",National Centre Epidemiology & Population Health,Public Health,Jul 2025,['essay/report'],{'Final written research paper and supporting logbook': 100.0},100.0,essay/report,Final written research paper and supporting logbook,"To enrol in this course you must have completed POPH8315 with a minimum grade of 70%, and be enrolled in the Master of Public Health (Advanced).",https://programsandcourses.anu.edu.au/course/POPH8106/Spring%20Session/9201,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POPH8106_Time_Series_LRN.pdf
POPH8317,"College of Law, Governance and Policy",National Centre Epidemiology & Population Health,Public Health,Jul 2026,"['other', 'test/quiz/midsem', 'essay/report']","{'Assignment 1 - Assessing the public health importance of conditions under surveillance in Australia': 30.0, 'Online Quiz': 20.0, 'Assignment 2 – Preparation of a monthly communicable diseases surveillance report': 50.0}",50.0,essay/report,Assignment 2 – Preparation of a monthly communicable diseases surveillance report,You are not able to enrol in this course if you have completed POPH8917,https://programsandcourses.anu.edu.au/2024/course/POPH8317/Second%20Semester/8601,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POPH8317_Time_Series_LRN.pdf
POPH8917,"College of Law, Governance and Policy",National Centre Epidemiology & Population Health,Public Health,Jan 2026,"['other', 'test/quiz/midsem', 'essay/report']","{'Assignment 1 - Assessing the public health importance of conditions under surveillance in Australia': 30.0, 'Online Quiz': 20.0, 'Assignment 2 – Preparation of a monthly communicable diseases surveillance report': 50.0}",,,,"To enrol in this course, you must be active in the Master of Philosophy in Applied Epidemiology Program. 
 Incompatible: POPH8317",,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POPH8917_Time_Series_LRN.pdf
CRWF8020,"College of Law, Governance and Policy",Crawford School of Public Policy,Policy Studies,Jul 2025,['other'],{'Reflective Statement': 100.0},100.0,other,Reflective Statement,"To enrol in this course you must have completed 24 units of coursework and be currently enrolled in one of the following programs; 
 Master of Public Policy 
 Master of Public Administration 
 Master of International and Development Economics 
 Master of Environmental and Resource Economics 
 Master of Environmental Management and Development 
 Master of Climate Change 
 Master of National Security Policy",https://programsandcourses.anu.edu.au/course/CRWF8020/Winter%20Session/6505,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/CRWF8020_Time_Series_LRN.pdf
CRWF8019,"College of Law, Governance and Policy",Crawford School of Public Policy,Policy Studies,Jul 2025,"['other', 'other', 'essay/report']","{'Statement of Expectations': 15.0, 'Reflective Journal': 25.0, 'Research Report': 60.0}",60.0,essay/report,Research Report,,https://programsandcourses.anu.edu.au/course/CRWF8019/Winter%20Session/6504,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/CRWF8019_Time_Series_LRN.pdf
POLS2002,College of Arts and Social Sciences,School of Politics and International Relations,"Policy Studies, Political Sciences",Jul 2025,"['essay/report', 'exam', 'oral/presentation', 'other']","{'Essay 1 due in Week 3': 20.0, 'Take Home Mid Term Exam': 30.0, 'Final Group Presentation in Week 12': 40.0, 'Tutorial Work -- Continuous Assessment': 10.0}",40.0,oral/presentation,Final Group Presentation in Week 12,"To enrol in this course you must have completed 12 units of 1000-level POLS courses, of which 6 units must be from POLS1002; or with permission of the convenor.",https://programsandcourses.anu.edu.au/2024/course/POLS2002/Second%20Semester/9023,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POLS2002_Time_Series_LRN.pdf
BUSN3006,College of Business and Economics,Research School of Accounting,Accounting,,"['essay/report', 'exam', 'oral/presentation', 'other']","{'Essay 1 due in Week 3': 20.0, 'Take Home Mid Term Exam': 30.0, 'Final Group Presentation in Week 12': 40.0, 'Tutorial Work -- Continuous Assessment': 10.0}",,,,"The prerequisite for this course is BUSN1002 Accounting Processes and Systems, and students must have completed 96 units towards a degree.",,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSN3006_Time_Series_LRN.pdf
BUSN7006,College of Business and Economics,Research School of Accounting,"Accounting, Commerce",,"['essay/report', 'exam', 'oral/presentation', 'other']","{'Essay 1 due in Week 3': 20.0, 'Take Home Mid Term Exam': 30.0, 'Final Group Presentation in Week 12': 40.0, 'Tutorial Work -- Continuous Assessment': 10.0}",,,,To enrol in this course you must have completed BUSN7008. You are not able to enrol in this course if you have previously completed BUSN3006.,,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSN7006_Time_Series_LRN.pdf
ECON2131,College of Business and Economics,Research School of Economics,Economics,Feb 2026,"['test/quiz/midsem', 'test/quiz/midsem', 'test/quiz/midsem', 'exam']","{'Quiz 1': 10.0, 'Quiz 2': 10.0, 'Quiz 3': 10.0, 'Final Exam': 70.0}",70.0,exam,Final Exam,To enrol in this course you must have completed or concurrent enrolment in ECON2101 Microeconomics 2.,https://programsandcourses.anu.edu.au/course/ECON2131/First%20Semester/4118,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ECON2131_Time_Series_LRN.pdf
ECON4434,College of Business and Economics,Research School of Economics,,Feb 2026,"['participation', 'test/quiz/midsem', 'test/quiz/midsem', 'test/quiz/midsem', 'exam']","{'Tutorial Engagement': 10.0, 'Quiz 1': 10.0, 'Quiz 2': 10.0, 'Quiz 3': 10.0, 'Final Exam': 60.0}",60.0,exam,Final Exam,,https://programsandcourses.anu.edu.au/2024/course/ECON4434/First%20Semester/2559,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ECON4434_Time_Series_LRN.pdf
ECON6034,College of Business and Economics,Research School of Economics,Economics,Feb 2026,"['test/quiz/midsem', 'test/quiz/midsem', 'test/quiz/midsem', 'exam']","{'Quiz 1': 10.0, 'Quiz 2': 10.0, 'Quiz 3': 10.0, 'Final Exam': 70.0}",70.0,exam,Final Exam,"To enrol in this course, you must have completed or have concurrent enrollment in ECON8025 and either ECON8013 or ECON6012. This course is incompatible with ECON2131, ECON4434, and ECON8034.",https://programsandcourses.anu.edu.au/course/ECON6034/First%20Semester/4124,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ECON6034_Time_Series_LRN.pdf
